,Card Name
17228,Chrome Mox
17229,Dimir Signet
17230,Fellwar Stone
17231,Grim Monolith
17232,Isochron Scepter
17233,Lotus Petal
17234,Mana Crypt
17235,Mana Vault
17236,Mox Diamond
17237,Mox Opal
17238,Sensei's Divining Top
17239,Sol Ring
17240,Talisman of Dominance
17241,Wishclaw Talisman
17242,Bitterblossom
17243,Dreadhorde Invasion
17244,Mystic Remora
17245,Necropotence
17246,Rhystic Study
17247,Ancient Tomb
17248,Bloodstained Mire
17249,Cephalid Coliseum
17250,City of Brass
17251,Clearwater Pathway
17252,Command Tower
17253,Exotic Orchard
17254,Flooded Strand
17255,Forbidden Orchard
17256,Gemstone Caverns
17257,Island
17258,Mana Confluence
17259,Marsh Flats
17260,Misty Rainforest
17261,Morphic Pool
17262,Polluted Delta
17263,Prismatic Vista
17264,Reflecting Pool
17265,Scalding Tarn
17266,Seat of the Synod
17267,Snow-Covered Island
17268,Snow-Covered Swamp
17269,Sunken Ruins
17270,Swamp
17271,Underground River
17272,Underground Sea
17273,"Urborg, Tomb of Yawgmoth"
17274,Vault of Whispers
17275,"Marwyn, the Nurturer"
17276,"Garruk, Primal Hunter"
17277,Allosaurus Shepherd
17278,Arbor Elf
17279,"Ashaya, Soul of the Wild"
17280,Birds of Paradise
17281,Boreal Druid
17282,Elvish Mystic
17283,Elvish Pioneer
17284,Elvish Visionary
17285,Eternal Witness
17286,Fierce Empath
17287,Fyndhorn Elves
17288,Great Oak Guardian
17289,Hyrax Tower Scout
17290,Karametra's Acolyte
17291,"Kogla, the Titan Ape"
17292,Llanowar Elves
17293,Multani's Acolyte
17294,Oakhame Adversary
17295,Priest of Titania
17296,Quirion Ranger
17297,Reclamation Sage
17298,Regal Force
17299,Scryb Ranger
17300,Temur Sabertooth
17301,Voice of Many
17302,Wirewood Symbiote
17303,Woodland Bellower
17304,Eldritch Evolution
17305,Finale of Devastation
17306,Genesis Wave
17307,Green Sun's Zenith
17308,Harmonize
17309,Natural Order
17310,Rishkar's Expertise
17311,Scale Up
17312,Soul's Majesty
17313,Tooth and Nail
17314,Turntimber Symbiosis
17315,Weird Harvest
17316,Autumn's Veil
17317,Beast Within
17318,Berserk
17319,Chord of Calling
17320,Crop Rotation
17321,Force of Vigor
17322,Invigorate
17323,Might of Old Krosa
17324,Nature's Claim
17325,Return of the Wildspeaker
17326,Shared Summons
17327,Summoner's Pact
17328,Veil of Summer
17329,Vines of Vastwood
17330,Vitalize
17331,Worldly Tutor
17332,Chrome Mox
17333,Cloudstone Curio
17334,Jeweled Lotus
17335,Mana Crypt
17336,Mana Vault
17337,Mox Diamond
17338,Sol Ring
17339,Staff of Domination
17340,Umbral Mantle
17341,Carpet of Flowers
17342,Kenrith's Transformation
17343,Survival of the Fittest
17344,Sylvan Library
17345,Utopia Sprawl
17346,Wild Growth
17347,Ancient Tomb
17348,Castle Garenbrig
17349,Cavern of Souls
17350,Emergence Zone
17351,Gaea's Cradle
17352,Gemstone Caverns
17353,Homeward Path
17354,"Nykthos, Shrine to Nyx"
17355,"Grenzo, Dungeon Warden"
17356,"Birgi, God of Storytelling"
17357,Dark Confidant
17358,Dockside Extortionist
17359,Dualcaster Mage
17360,Goblin Engineer
17361,Goblin Welder
17362,"Magda, Brazen Outlaw"
17363,Maralen of the Mornsong
17364,Metallic Mimic
17365,Murderous Redcap
17366,Opposition Agent
17367,Priest of Urabrask
17368,Rix Maadi Reveler
17369,Simian Spirit Guide
17370,Skirk Prospector
17371,Stitcher's Supplier
17372,Bonus Round
17373,Cabal Therapy
17374,Dark Petition
17375,Demonic Tutor
17376,Diabolic Intent
17377,Doomsday
17378,Faithless Looting
17379,Gamble
17380,Grim Tutor
17381,Imperial Seal
17382,Jeska's Will
17383,Mizzix's Mastery
17384,Peer into the Abyss
17385,Praetor's Grasp
17386,Reanimate
17387,Rite of Flame
17388,Shatterskull Smashing
17389,Twinflame
17390,Wheel of Fortune
17391,Wheel of Misfortune
17392,Ad Nauseam
17393,Cabal Ritual
17394,Culling the Weak
17395,Dark Ritual
17396,Deflecting Swat
17397,Entomb
17398,Final Fortune
17399,Fire Prophecy
17400,Lightning Bolt
17401,Pyroblast
17402,Rain of Filth
17403,Tainted Pact
17404,Valakut Awakening
17405,Vampiric Tutor
17406,Arcane Signet
17407,Bolas's Citadel
17408,Chrome Mox
17409,Cloudstone Curio
17410,Defense Grid
17411,Fellwar Stone
17412,Grinding Station
17413,Jeweled Lotus
17414,Lion's Eye Diamond
17415,Lotus Petal
17416,Mana Crypt
17417,Mana Vault
17418,Mox Amber
17419,Mox Diamond
17420,Mox Opal
17421,Rakdos Signet
17422,Sol Ring
17423,Springleaf Drum
17424,Talisman of Indulgence
17425,Wishclaw Talisman
17426,Necropotence
17427,Underworld Breach
17428,Ancient Tomb
17429,Badlands
17430,Blackcleave Cliffs
17431,Blightstep Pathway
17432,Blood Crypt
17433,Cavern of Souls
17434,City of Brass
17435,City of Traitors
17436,Command Tower
17437,Emergence Zone
17438,Exotic Orchard
17439,Forbidden Orchard
17440,Gemstone Caverns
17441,Gemstone Mine
17442,Glimmervoid
17443,Graven Cairns
17444,Luxury Suite
17445,Mana Confluence
17446,Mountain
17447,Peat Bog
17448,Phyrexian Tower
17449,Snow-Covered Mountain
17450,Snow-Covered Swamp
17451,Spire of Industry
17452,Sulfurous Springs
17453,Swamp
17454,"Urborg, Tomb of Yawgmoth"
17455,Kaalia of the Vast
17456,Children of Korlis
17457,Dauthi Voidwalker
17458,Dockside Extortionist
17459,Doom Whisperer
17460,Dragon's Rage Channeler
17461,Dualcaster Mage
17462,Esper Sentinel
17463,Grand Abolisher
17464,Leonin Relic-Warder
17465,Mayhem Devil
17466,Opposition Agent
17467,"Ragavan, Nimble Pilferer"
17468,Ranger-Captain of Eos
17469,"Razaketh, the Foulblooded"
17470,Rune-Scarred Demon
17471,Simian Spirit Guide
17472,Skirk Prospector
17473,Skyclave Apparition
17474,"Vilis, Broker of Blood"
17475,Demonic Tutor
17476,Diabolic Intent
17477,Gamble
17478,Imperial Seal
17479,Jeska's Will
17480,Kuldotha Rebirth
17481,Peer into the Abyss
17482,Praetor's Grasp
17483,Reanimate
17484,Rite of Flame
17485,Sevinne's Reclamation
17486,Twinflame
17487,Wheel of Fortune
17488,Wheel of Misfortune
17489,Ad Nauseam
17490,Burnt Offering
17491,Cabal Ritual
17492,Culling the Weak
17493,Dark Ritual
17494,Deflecting Swat
17495,Enlightened Tutor
17496,Entomb
17497,Ephemerate
17498,Fire Covenant
17499,Mausoleum Secrets
17500,Orim's Chant
17501,Pyroblast
17502,Rain of Filth
17503,Red Elemental Blast
17504,Silence
17505,Tainted Pact
17506,Vampiric Tutor
17507,Arcane Signet
17508,Chrome Mox
17509,Fellwar Stone
17510,Grim Monolith
17511,Jeweled Lotus
17512,Lion's Eye Diamond
17513,Lotus Petal
17514,Mana Crypt
17515,Mana Vault
17516,Mox Diamond
17517,Mox Opal
17518,Rakdos Signet
17519,Sol Ring
17520,Talisman of Indulgence
17521,Wishclaw Talisman
17522,Animate Dead
17523,Necromancy
17524,Necropotence
17525,Underworld Breach
17526,Ancient Tomb
17527,Arid Mesa
17528,Badlands
17529,Blood Crypt
17530,Bloodstained Mire
17531,Cavern of Souls
17532,Command Tower
17533,Emergence Zone
17534,Exotic Orchard
17535,Flooded Strand
17536,Forbidden Orchard
17537,Gemstone Caverns
17538,Godless Shrine
17539,Graven Cairns
17540,Luxury Suite
17541,Mana Confluence
17542,Marsh Flats
17543,Plateau
17544,Polluted Delta
17545,Sacred Foundry
17546,Scalding Tarn
17547,Scrubland
17548,Snow-Covered Swamp
17549,Spire of Industry
17550,Swamp
17551,Vault of Champions
17552,Verdant Catacombs
17553,Windswept Heath
17554,Wooded Foothills
17555,Faithless Looting
17556,Final Fortune
17557,Grinding Station
17558,Mizzix's Mastery
17559,Subterranean Tremors
17560,Talisman of Hierarchy
17561,Tithe Taker
17562,"Kenrith, the Returned King"
17563,"Narset, Parter of Veils"
17564,"Barrin, Master Wizard"
17565,Birds of Paradise
17566,Deathrite Shaman
17567,Dockside Extortionist
17568,Elvish Spirit Guide
17569,Gilded Drake
17570,Hullbreacher
17571,Noble Hierarch
17572,Notion Thief
17573,Opposition Agent
17574,Simian Spirit Guide
17575,Thassa's Oracle
17576,Burning Inquiry
17577,Demonic Tutor
17578,Gitaxian Probe
17579,Imperial Seal
17580,Ponder
17581,Rite of Flame
17582,Timetwister
17583,Wheel of Fortune
17584,Wheel of Misfortune
17585,Whispering Madness
17586,Windfall
17587,Winds of Change
17588,Yawgmoth's Will
17589,Abrupt Decay
17590,Ad Nauseam
17591,Brain Freeze
17592,Brainstorm
17593,Chain of Vapor
17594,Dark Ritual
17595,Demonic Consultation
17596,Dispel
17597,Enlightened Tutor
17598,Flusterstorm
17599,Force of Negation
17600,Force of Will
17601,Lim-Dûl's Vault
17602,Mana Drain
17603,Mental Misstep
17604,Mystical Tutor
17605,Noxious Revival
17606,Pact of Negation
17607,Pyroblast
17608,Silence
17609,Swan Song
17610,Tainted Pact
17611,Vampiric Tutor
17612,Veil of Summer
17613,Arcane Signet
17614,Chrome Mox
17615,Fellwar Stone
17616,Grim Monolith
17617,Jeweled Lotus
17618,Lion's Eye Diamond
17619,Lotus Petal
17620,Mana Crypt
17621,Mana Vault
17622,Mox Diamond
17623,Sol Ring
17624,Carpet of Flowers
17625,Mystic Remora
17626,Necropotence
17627,Rhystic Study
17628,Smothering Tithe
17629,Sylvan Library
17630,Underworld Breach
17631,Wild Growth
17632,Ancient Tomb
17633,Badlands
17634,Bayou
17635,Bloodstained Mire
17636,Breeding Pool
17637,City of Brass
17638,Command Tower
17639,Exotic Orchard
17640,Flooded Strand
17641,Forbidden Orchard
17642,Gemstone Caverns
17643,Gemstone Mine
17644,Mana Confluence
17645,Marsh Flats
17646,Misty Rainforest
17647,Morphic Pool
17648,Polluted Delta
17649,Savannah
17650,Scalding Tarn
17651,Snow-Covered Island
17652,Taiga
17653,Tarnished Citadel
17654,Tropical Island
17655,Tundra
17656,Underground Sea
17657,Verdant Catacombs
17658,Volcanic Island
17659,Watery Grave
17660,Windswept Heath
17661,"Naru Meha, Master Wizard"
17662,Archmage Emeritus
17663,"Baral, Chief of Compliance"
17664,Battlefield Thaumaturge
17665,Hullbreacher
17666,Nimble Obstructionist
17667,Sea Gate Stormcaller
17668,Sigil Tracer
17669,Snapcaster Mage
17670,Spellseeker
17671,Thassa's Oracle
17672,Vedalken Aethermage
17673,Vendilion Clique
17674,Flood of Recollection
17675,Gitaxian Probe
17676,Merchant Scroll
17677,Ponder
17678,Solve the Equation
17679,Step Through
17680,Tempted by the Oriq
17681,Timetwister
17682,Windfall
17683,Anticipate
17684,Blue Sun's Zenith
17685,Brainstorm
17686,Chain of Vapor
17687,Counterspell
17688,Cyclonic Rift
17689,Displace
17690,Epiphany at the Drownyard
17691,Essence Flux
17692,Flash of Insight
17693,Flusterstorm
17694,Force of Negation
17695,Force of Will
17696,Ghostly Flicker
17697,High Tide
17698,Illusionist's Stratagem
17699,Impulse
17700,Intuition
17701,Mana Drain
17702,Mental Misstep
17703,Mindbreak Trap
17704,Mission Briefing
17705,Muddle the Mixture
17706,Mystical Tutor
17707,Negate
17708,Pact of Negation
17709,Rapid Hybridization
17710,Reality Shift
17711,Silundi Vision
17712,Snap
17713,Spell Pierce
17714,Swan Song
17715,Theoretical Duplication
17716,Twincast
17717,Whispers of the Muse
17718,Arcane Signet
17719,Chrome Mox
17720,Fellwar Stone
17721,Grim Monolith
17722,Jeweled Lotus
17723,Lotus Petal
17724,Mana Crypt
17725,Mana Vault
17726,Mox Diamond
17727,Sapphire Medallion
17728,Sol Ring
17729,Spell Satchel
17730,Back to Basics
17731,Mystic Remora
17732,Precognition Field
17733,Rhystic Study
17734,Ancient Tomb
17735,Flooded Strand
17736,Gemstone Caverns
17737,Island
17738,Misty Rainforest
17739,Mystic Sanctuary
17740,Polluted Delta
17741,Riptide Laboratory
17742,Scalding Tarn
17743,Sunscorched Desert
17744,Zhalfirin Void
17745,Altar of the Brood
17746,Cursed Totem
17747,Expedition Map
17748,Narset's Reversal
17749,The Tabernacle at Pendrell Vale
17750,"Kinnan, Bonder Prodigy"
17751,Tezzeret the Seeker
17752,Birds of Paradise
17753,Consecrated Sphinx
17754,Elvish Mystic
17755,Fyndhorn Elves
17756,Gilded Drake
17757,Hullbreacher
17758,Llanowar Elves
17759,Phyrexian Metamorph
17760,Prophet of Distortion
17761,Seedborn Muse
17762,"Thrasios, Triton Hero"
17763,Tidespout Tyrant
17764,Trophy Mage
17765,Fabricate
17766,Finale of Devastation
17767,Gitaxian Probe
17768,Green Sun's Zenith
17769,Ponder
17770,Preordain
17771,Reshape
17772,Sea Gate Restoration
17773,Solve the Equation
17774,Sylvan Tutor
17775,Timetwister
17776,Transmute Artifact
17777,Windfall
17778,Blink of an Eye
17779,Brainstorm
17780,Chain of Vapor
17781,Cyclonic Rift
17782,Delay
17783,Dispel
17784,Dramatic Reversal
17785,Fierce Guardianship
17786,Flusterstorm
17787,Force of Negation
17788,Force of Will
17789,Mana Drain
17790,Mental Misstep
17791,Muddle the Mixture
17792,Mystical Tutor
17793,Noxious Revival
17794,Pact of Negation
17795,Pull from Tomorrow
17796,Stroke of Genius
17797,Swan Song
17798,Veil of Summer
17799,Worldly Tutor
17800,Arcane Signet
17801,Arcum's Astrolabe
17802,Basalt Monolith
17803,Chrome Mox
17804,Fellwar Stone
17805,Isochron Scepter
17806,Lotus Petal
17807,Mana Crypt
17808,Mana Vault
17809,Memory Jar
17810,Mirage Mirror
17811,Mox Amber
17812,Mox Diamond
17813,Mox Opal
17814,Simic Signet
17815,Sol Ring
17816,Springleaf Drum
17817,Talisman of Curiosity
17818,Carpet of Flowers
17819,Copy Artifact
17820,Mystic Remora
17821,Rhystic Study
17822,Sylvan Library
17823,Ancient Tomb
17824,Breeding Pool
17825,Cephalid Coliseum
17826,City of Brass
17827,Command Tower
17828,Exotic Orchard
17829,Flooded Strand
17830,Forbidden Orchard
17831,Gemstone Caverns
17832,Mana Confluence
17833,Misty Rainforest
17834,Polluted Delta
17835,Prismatic Vista
17836,Rejuvenating Springs
17837,Prime Speaker Vannifar
17838,Allosaurus Shepherd
17839,Arbor Elf
17840,Birds of Paradise
17841,Bloom Tender
17842,Bounding Krasis
17843,Breaching Hippocamp
17844,Chakram Retriever
17845,Collector Ouphe
17846,Corridor Monitor
17847,Elvish Mystic
17848,Eternal Witness
17849,Fatestitcher
17850,Fyndhorn Elves
17851,Gilded Drake
17852,Greenwarden of Murasa
17853,Hyrax Tower Scout
17854,Kiora's Follower
17855,Llanowar Elves
17856,Phyrexian Walker
17857,Priest of Titania
17858,Protean Hulk
17859,Quicksilver Gargantuan
17860,Quirion Ranger
17861,Reclamation Sage
17862,Sakashima the Impostor
17863,Scryb Ranger
17864,Shield Sphere
17865,Sidisi's Faithful
17866,Spellseeker
17867,Teardrop Kami
17868,Tidal Barracuda
17869,Tidespout Tyrant
17870,Tidewater Minion
17871,Trophy Mage
17872,"Urza, Lord High Artificer"
17873,Walking Ballista
17874,Wall of Roots
17875,Wirewood Symbiote
17876,Woodland Bellower
17877,Finale of Devastation
17878,Green Sun's Zenith
17879,Brainstorm
17880,Chain of Vapor
17881,Chord of Calling
17882,Crop Rotation
17883,Dispel
17884,Fierce Guardianship
17885,Flusterstorm
17886,Force of Will
17887,Mystical Tutor
17888,Nature's Claim
17889,Pact of Negation
17890,Savage Summoning
17891,Swan Song
17892,Veil of Summer
17893,Vitalize
17894,Worldly Tutor
17895,Chrome Mox
17896,Jeweled Lotus
17897,Mana Crypt
17898,Mana Vault
17899,Mox Diamond
17900,Sol Ring
17901,Thousand-Year Elixir
17902,Umbral Mantle
17903,Carpet of Flowers
17904,Instill Energy
17905,Mystic Remora
17906,Nature's Chosen
17907,Survival of the Fittest
17908,Sylvan Library
17909,Ancient Tomb
17910,Botanical Sanctum
17911,Breeding Pool
17912,Cavern of Souls
17913,City of Brass
17914,Command Tower
17915,Flooded Strand
17916,Forest
17917,Gaea's Cradle
17918,Gemstone Caverns
17919,Hall of the Bandit Lord
17920,Island
17921,"Minamo, School at Water's Edge"
17922,Misty Rainforest
17923,Polluted Delta
17924,Scalding Tarn
17925,Tropical Island
17926,Verdant Catacombs
17927,Waterlogged Grove
17928,Windswept Heath
17929,Wirewood Lodge
17930,Wooded Foothills
17931,Yavimaya Coast
17932,"Chulane, Teller of Tales"
17933,"Oko, Thief of Crowns"
17934,Arbor Elf
17935,Avacyn's Pilgrim
17936,Birds of Paradise
17937,Boreal Druid
17938,Elvish Mystic
17939,Esper Sentinel
17940,Fyndhorn Elves
17941,Joraga Treespeaker
17942,Llanowar Elves
17943,Noble Hierarch
17944,Shrieking Drake
17945,Bloom Tender
17946,Collector Ouphe
17947,Destiny Spinner
17948,Drannith Magistrate
17949,Gilded Drake
17950,"Lavinia, Azorius Renegade"
17951,Lotus Cobra
17952,Phantasmal Image
17953,Priest of Titania
17954,"Thalia, Guardian of Thraben"
17955,Whitemane Lion
17956,Aven Mindcensor
17957,Eternal Witness
17958,Faeburrow Elder
17959,Hullbreacher
17960,Ranger-Captain of Eos
17961,Recruiter of the Guard
17962,Skyclave Apparition
17963,Spellseeker
17964,Sylvan Tutor
17965,Finale of Devastation
17966,Eldritch Evolution
17967,Crop Rotation
17968,Enlightened Tutor
17969,Flusterstorm
17970,Mental Misstep
17971,Miscast
17972,Nature's Claim
17973,Noxious Revival
17974,Silence
17975,Swan Song
17976,Swords to Plowshares
17977,Veil of Summer
17978,Worldly Tutor
17979,Delay
17980,Dovin's Veto
17981,Eladamri's Call
17982,Mana Drain
17983,Chord of Calling
17984,Fierce Guardianship
17985,Force of Will
17986,Jeweled Lotus
17987,Mana Crypt
17988,Mox Diamond
17989,Sol Ring
17990,Cloudstone Curio
17991,Carpet of Flowers
17992,Deafening Silence
17993,Mystic Remora
17994,Earthcraft
17995,Overburden
17996,Stony Silence
17997,Sylvan Library
17998,Mana Breach
17999,Rhystic Study
18000,Aluren
18001,Ancient Tomb
18002,Arid Mesa
18003,Breeding Pool
18004,City of Brass
18005,Command Tower
18006,Exotic Orchard
18007,Flooded Grove
18008,Flooded Strand
18009,Forbidden Orchard
18010,Forest
18011,Gaea's Cradle
18012,Gemstone Caverns
18013,Hallowed Fountain
18014,Island
18015,Mana Confluence
18016,Marsh Flats
18017,Misty Rainforest
18018,"Oboro, Palace in the Clouds"
18019,Polluted Delta
18020,Prismatic Vista
18021,Rejuvenating Springs
18022,Savannah
18023,Scalding Tarn
18024,Temple Garden
18025,"Muldrotha, the Gravetide"
18026,"Ashiok, Dream Render"
18027,"Narset, Parter of Veils"
18028,"Oko, Thief of Crowns"
18029,Arbor Elf
18030,Birds of Paradise
18031,Bloom Tender
18032,Collector Ouphe
18033,Dauthi Voidwalker
18034,Deathrite Shaman
18035,Divining Witch
18036,Elvish Mystic
18037,Eternal Witness
18038,Fiend Artisan
18039,Fyndhorn Elves
18040,Gilded Drake
18041,Hullbreacher
18042,Llanowar Elves
18043,Notion Thief
18044,Opposition Agent
18045,Phantasmal Image
18046,Priest of Titania
18047,"Sidisi, Undead Vizier"
18048,Spellseeker
18049,Thassa's Oracle
18050,Trinket Mage
18051,Walking Ballista
18052,Culling Ritual
18053,Demonic Tutor
18054,Life from the Loam
18055,Neoform
18056,Unmarked Grave
18057,Abrupt Decay
18058,Assassin's Trophy
18059,Crop Rotation
18060,Demonic Consultation
18061,Entomb
18062,Flusterstorm
18063,Force of Vigor
18064,Force of Will
18065,Intuition
18066,Mana Drain
18067,Swan Song
18068,Tainted Pact
18069,Vampiric Tutor
18070,Veil of Summer
18071,Winds of Rebuke
18072,Aether Spellbomb
18073,Jeweled Lotus
18074,Lion's Eye Diamond
18075,Lotus Petal
18076,Mana Crypt
18077,Mana Vault
18078,Mox Diamond
18079,Sol Ring
18080,Soul-Guide Lantern
18081,Animate Dead
18082,Carpet of Flowers
18083,Dance of Many
18084,Exploration
18085,Mystic Remora
18086,Necromancy
18087,Pernicious Deed
18088,Rhystic Study
18089,Root Maze
18090,Seal of Primordium
18091,Seal of Removal
18092,Survival of the Fittest
18093,Sylvan Library
18094,Zur's Weirding
18095,Bayou
18096,Bloodstained Mire
18097,Breeding Pool
18098,Cavern of Souls
18099,Cephalid Coliseum
18100,Command Beacon
18101,Command Tower
18102,Flooded Strand
18103,Forest
18104,Gaea's Cradle
18105,Island
18106,Marsh Flats
18107,"Kess, Dissident Mage"
18108,"Birgi, God of Storytelling"
18109,Dockside Extortionist
18110,Dragon's Rage Channeler
18111,Hullbreacher
18112,"Ragavan, Nimble Pilferer"
18113,Simian Spirit Guide
18114,Thassa's Oracle
18115,Demonic Tutor
18116,Faithless Looting
18117,Gamble
18118,Gitaxian Probe
18119,Imperial Seal
18120,Jeska's Will
18121,Mizzix's Mastery
18122,Mnemonic Betrayal
18123,Peer into the Abyss
18124,Ponder
18125,Praetor's Grasp
18126,Reanimate
18127,Rite of Flame
18128,Timetwister
18129,Wheel of Fortune
18130,Wheel of Misfortune
18131,Windfall
18132,Yawgmoth's Will
18133,Ad Nauseam
18134,Brain Freeze
18135,Brainstorm
18136,Cabal Ritual
18137,Chain of Vapor
18138,Dark Ritual
18139,Demonic Consultation
18140,Flusterstorm
18141,Force of Negation
18142,Force of Will
18143,Intuition
18144,Mental Misstep
18145,Miscast
18146,Muddle the Mixture
18147,Mystical Tutor
18148,Pact of Negation
18149,Rain of Filth
18150,Red Elemental Blast
18151,Snap
18152,Spell Pierce
18153,Swan Song
18154,Tainted Pact
18155,Unsubstantiate
18156,Vampiric Tutor
18157,Winds of Rebuke
18158,Arcane Signet
18159,Chrome Mox
18160,Dimir Signet
18161,Fellwar Stone
18162,Grim Monolith
18163,Izzet Signet
18164,Jeweled Lotus
18165,Lion's Eye Diamond
18166,Lotus Petal
18167,Mana Crypt
18168,Mana Vault
18169,Mox Diamond
18170,Mox Opal
18171,Sol Ring
18172,Talisman of Creativity
18173,Talisman of Dominance
18174,Wishclaw Talisman
18175,Elsha of the Infinite
18176,"Birgi, God of Storytelling"
18177,Dockside Extortionist
18178,Hullbreacher
18179,Spellseeker
18180,Burning Inquiry
18181,Fabricate
18182,Gamble
18183,Gitaxian Probe
18184,Jeska's Will
18185,Ponder
18186,Preordain
18187,Reshape
18188,Rite of Flame
18189,Rolling Earthquake
18190,Sevinne's Reclamation
18191,Timetwister
18192,Transmute Artifact
18193,Wheel of Fortune
18194,Windfall
18195,Abrade
18196,Brain Freeze
18197,Brainstorm
18198,Chain of Vapor
18199,Deflecting Swat
18200,Enlightened Tutor
18201,Ephemerate
18202,Fierce Guardianship
18203,Final Fortune
18204,Flusterstorm
18205,Force of Negation
18206,Force of Will
18207,Intuition
18208,Long-Term Plans
18209,Mental Misstep
18210,Miscast
18211,Muddle the Mixture
18212,Mystical Tutor
18213,Pact of Negation
18214,Pyroblast
18215,Red Elemental Blast
18216,Silence
18217,Snap
18218,Spell Pierce
18219,Swan Song
18220,Swords to Plowshares
18221,Winds of Rebuke
18222,Arcane Signet
18223,Chrome Mox
18224,Fellwar Stone
18225,Grim Monolith
18226,Grinding Station
18227,Helm of Awakening
18228,Izzet Signet
18229,Jeweled Lotus
18230,Lion's Eye Diamond
18231,Lotus Petal
18232,Mana Crypt
18233,Mana Vault
18234,Mishra's Bauble
18235,Mox Diamond
18236,Mox Opal
18237,Sensei's Divining Top
18238,Sol Ring
18239,Talisman of Creativity
18240,Talisman of Progress
18241,Counterbalance
18242,Dance of Many
18243,Mystic Remora
18244,Rhystic Study
18245,Smothering Tithe
18246,Underworld Breach
18247,Ancient Tomb
18248,Arid Mesa
18249,Bloodstained Mire
18250,Cascade Bluffs
18251,City of Brass
18252,City of Traitors
18253,Command Tower
18254,Exotic Orchard
18255,Flooded Strand
18256,Gemstone Caverns
18257,Hallowed Fountain
18258,Island
18259,Mana Confluence
18260,Marsh Flats
18261,Misty Rainforest
18262,Plateau
18263,Polluted Delta
18264,Prismatic Vista
18265,Scalding Tarn
18266,Shivan Reef
18267,"Tasigur, the Golden Fang"
18268,"Teferi, Master of Time"
18269,Birds of Paradise
18270,Dauthi Voidwalker
18271,Deathrite Shaman
18272,Elves of Deep Shadow
18273,Elvish Spirit Guide
18274,Hullbreacher
18275,"Nezahal, Primal Tide"
18276,Opposition Agent
18277,Seedborn Muse
18278,Thassa's Oracle
18279,Culling Ritual
18280,Demonic Tutor
18281,Diabolic Intent
18282,Eldritch Evolution
18283,Gitaxian Probe
18284,Imperial Seal
18285,Mnemonic Betrayal
18286,Neoform
18287,Peer into the Abyss
18288,Praetor's Grasp
18289,Timetwister
18290,Windfall
18291,Yawgmoth's Will
18292,Abrupt Decay
18293,Ad Nauseam
18294,Brainstorm
18295,Chain of Vapor
18296,Cyclonic Rift
18297,Dark Ritual
18298,Demonic Consultation
18299,Dramatic Reversal
18300,Fierce Guardianship
18301,Flusterstorm
18302,Force of Negation
18303,Force of Will
18304,Mana Drain
18305,Mental Misstep
18306,Miscast
18307,Mystical Tutor
18308,Noxious Revival
18309,Pact of Negation
18310,Sacrifice
18311,Stubborn Denial
18312,Swan Song
18313,Tainted Pact
18314,Vampiric Tutor
18315,Veil of Summer
18316,Arcane Signet
18317,Birthing Pod
18318,Chrome Mox
18319,Dimir Signet
18320,Fellwar Stone
18321,Grim Monolith
18322,Isochron Scepter
18323,Jeweled Lotus
18324,Lotus Petal
18325,Mana Crypt
18326,Mana Vault
18327,Mox Diamond
18328,Mox Opal
18329,Simic Signet
18330,Sol Ring
18331,Talisman of Dominance
18332,Wishclaw Talisman
18333,Carpet of Flowers
18334,Mystic Remora
18335,Necropotence
18336,Rhystic Study
18337,Sylvan Library
18338,Ancient Tomb
18339,Bayou
18340,Bloodstained Mire
18341,Breeding Pool
18342,City of Brass
18343,Command Tower
18344,Darkslick Shores
18345,Exotic Orchard
18346,Flooded Strand
18347,Gemstone Caverns
18348,Island
18349,Mana Confluence
18350,Marsh Flats
18351,Misty Rainforest
18352,Morphic Pool
18353,Overgrown Tomb
18354,Phyrexian Tower
18355,Polluted Delta
18356,Prismatic Vista
18357,Rejuvenating Springs
18358,Scalding Tarn
18359,Swamp
18360,Tropical Island
18361,Underground Sea
18362,Undergrowth Stadium
18363,Verdant Catacombs
18364,Watery Grave
18365,Windswept Heath
18366,"Vadrok, Apex of Thunder"
18367,Dack Fayden
18368,"Teferi, Master of Time"
18369,"Birgi, God of Storytelling"
18370,Cloud of Faeries
18371,Dockside Extortionist
18372,Dreadhorde Arcanist
18373,"Emry, Lurker of the Loch"
18374,Grand Abolisher
18375,Hedron Crab
18376,Hullbreacher
18377,Imperial Recruiter
18378,Lore Drakkis
18379,Recruiter of the Guard
18380,Skirk Prospector
18381,Spectral Sailor
18382,Spellseeker
18383,Burning Inquiry
18384,Faithless Looting
18385,Gamble
18386,Gitaxian Probe
18387,Jeska's Will
18388,Manifold Insights
18389,Merchant Scroll
18390,Ponder
18391,Rite of Flame
18392,Sea Gate Restoration
18393,Sevinne's Reclamation
18394,Timetwister
18395,Twinflame
18396,Wheel of Fortune
18397,Wheel of Misfortune
18398,Windfall
18399,Blink of an Eye
18400,Brain Freeze
18401,Brainstorm
18402,Chain of Vapor
18403,Enlightened Tutor
18404,Flusterstorm
18405,Force of Negation
18406,Force of Will
18407,Frantic Search
18408,High Tide
18409,Into the Roil
18410,Intuition
18411,Mental Misstep
18412,Muddle the Mixture
18413,Mystical Tutor
18414,Pact of Negation
18415,Silence
18416,Snap
18417,Swan Song
18418,Thought Scour
18419,Winds of Rebuke
18420,Aether Spellbomb
18421,Arcane Signet
18422,Chrome Mox
18423,Cloudstone Curio
18424,Fellwar Stone
